ID,label
1448,0
1449,2
1450,1
1451,9
1452,4
1453,0
1454,2
1455,8
1456,0
1457,8
1458,0
1459,2
1460,9
1461,0
1462,4
1463,9
1464,7
1465,7
1466,7
1467,4
1468,9
1469,6
1470,5
1471,4
1472,9
1473,8
1474,8
1475,3
1476,5
1477,3
1478,0
1479,6
1480,6
1481,3
1482,9
1483,6
1484,9
1485,0
1486,0
1487,5
1488,8
1489,4
1490,2
1491,3
1492,3
1493,3
1494,1
1495,1
1496,6
1497,7
1498,1
1499,7
1500,4
1501,9
1502,8
1503,1
1504,9
1505,1
1506,8
1507,2
1508,3
1509,7
1510,0
1511,4
1512,1
1513,9
1514,7
1515,7
1516,7
1517,5
1518,8
1519,4
1520,7
1521,8
1522,3
1523,6
1524,6
1525,7
1526,0
1527,4
1528,5
1529,9
1530,2
1531,8
1532,8
1533,4
1534,3
1535,5
1536,1
1537,1
1538,5
1539,6
1540,2
1541,5
1542,8
1543,7
1544,7
1545,0
1546,5
1547,9
1548,9
1549,4
1550,2
1551,2
1552,5
1553,1
1554,1
1555,3
1556,2
1557,1
1558,8
1559,6
1560,9
1561,5
1562,5
1563,7
1564,7
1565,7
1566,3
1567,7
1568,7
1569,7
1570,6
1571,0
1572,8
1573,6
1574,9
1575,5
1576,2
1577,7
1578,8
1579,3
1580,4
1581,2
1582,8
1583,1
1584,3
1585,0
1586,3
1587,9
1588,4
1589,0
1590,3
1591,4
1592,9
1593,9
1594,8
1595,9
1596,0
1597,4
1598,3
1599,4
1600,6
1601,9
1602,1
1603,7
1604,0
1605,9
1606,6
1607,0
1608,1
1609,5
1610,4
1611,0
1612,6
1613,1
1614,3
1615,1
1616,5
1617,1
1618,5
1619,7
1620,4
1621,5
1622,9
1623,4
1624,0
1625,4
1626,7
1627,9
1628,9
1629,3
1630,6
1631,8
1632,6
1633,3
1634,1
1635,2
1636,3
1637,1
1638,2
1639,6
1640,7
1641,3
1642,7
1643,9
1644,7
1645,8
1646,9
1647,0
1648,8
1649,6
1650,3
1651,5
1652,4
1653,2
1654,7
1655,6
1656,9
1657,9
1658,8
1659,7
1660,4
1661,9
1662,8
1663,7
1664,1
1665,4
1666,3
1667,3
1668,3
1669,3
1670,8
1671,3
1672,1
1673,4
1674,9
1675,1
1676,5
1677,7
1678,7
1679,2
1680,3
1681,6
1682,5
1683,6
1684,2
1685,1
1686,0
1687,5
1688,1
1689,4
1690,2
1691,1
1692,7
1693,3
1694,9
1695,7
1696,5
1697,7
1698,0
1699,8
1700,3
1701,4
1702,0
1703,7
1704,3
1705,4
1706,1
1707,6
1708,1
1709,0
1710,5
1711,5
1712,7
1713,6
1714,0
1715,4
1716,5
1717,5
1718,9
1719,0
1720,6
1721,9
1722,1
1723,8
1724,2
1725,7
1726,8
1727,3
1728,0
1729,8
1730,9
1731,1
1732,1
1733,0
1734,8
1735,2
1736,7
1737,7
1738,3
1739,1
1740,4
1741,0
1742,4
1743,2
1744,3
1745,9
1746,9
1747,8
1748,6
1749,1
1750,8
1751,1
1752,5
1753,6
1754,8
1755,7
1756,2
1757,5
1758,9
1759,9
1760,4
1761,0
1762,0
1763,1
1764,3
1765,1
1766,4
1767,3
1768,8
1769,8
1770,1
1771,2
1772,2
1773,1
1774,2
1775,9
1776,1
1777,4
1778,6
1779,9
1780,5
1781,0
1782,6
1783,6
1784,4
1785,4
1786,7
1787,8
1788,1
1789,8
1790,6
1791,6
1792,1
1793,8
1794,8
1795,0
1796,7
1797,4
1798,7
1799,2
1800,0
1801,3
1802,7
1803,8
1804,3
1805,8
1806,4
1807,7
1808,8
1809,1
1810,8
1811,5
1812,8
1813,3
1814,1
1815,8
1816,2
1817,2
1818,5
1819,0
1820,0
1821,5
1822,8
1823,8
1824,3
1825,3
1826,0
1827,1
1828,9
1829,5
1830,9
1831,2
1832,6
1833,2
1834,4
1835,6
1836,9
1837,1
1838,4
1839,8
1840,1
1841,3
1842,4
1843,4
1844,8
1845,2
1846,4
1847,3
1848,5
1849,7
1850,2
1851,2
1852,4
1853,2
1854,3
1855,2
1856,8
1857,1
1858,0
1859,4
1860,1
1861,3
1862,7
1863,7
1864,2
1865,1
1866,4
1867,5
1868,9
1869,8
1870,7
1871,0
1872,9
1873,0
1874,4
1875,3
1876,5
1877,1
1878,7
1879,4
1880,5
1881,8
1882,8
1883,6
1884,3
1885,2
1886,1
1887,6
1888,3
1889,3
1890,8
1891,1
1892,0
1893,6
1894,4
1895,7
1896,1
1897,9
1898,2
1899,8
1900,2
1901,5
1902,5
1903,6
1904,5
1905,3
1906,1
1907,1
1908,1
1909,6
1910,1
1911,5
1912,7
1913,1
1914,1
1915,7
1916,8
1917,1
1918,1
1919,2
1920,2
1921,8
1922,0
1923,4
1924,9
1925,1
1926,6
1927,3
1928,7
1929,4
1930,4
1931,4
1932,5
1933,6
1934,5
1935,2
1936,9
1937,3
1938,3
1939,2
1940,8
1941,8
1942,6
1943,4
1944,4
1945,8
1946,4
1947,7
1948,3
1949,7
1950,5
1951,2
1952,7
1953,5
1954,7
1955,8
1956,0
1957,8
1958,4
1959,0
1960,7
1961,4
1962,2
1963,0
1964,1
1965,3
1966,7
1967,2
1968,5
1969,6
1970,7
1971,0
1972,3
1973,8
1974,9
1975,4
1976,5
1977,3
1978,9
1979,7
1980,9
1981,0
1982,3
1983,2
1984,2
1985,2
1986,2
1987,0
1988,5
1989,2
1990,4
1991,8
1992,4
1993,9
1994,2
1995,5
1996,5
1997,4
1998,2
1999,0
2000,2
2001,4
2002,6
2003,6
2004,3
2005,7
2006,7
2007,0
2008,2
2009,4
2010,9
2011,5
2012,0
2013,6
2014,1
2015,4
2016,6
2017,8
2018,1
2019,2
2020,7
2021,5
2022,8
2023,7
2024,0
2025,6
2026,8
2027,1
2028,4
2029,3
2030,6
2031,6
2032,3
2033,4
2034,2
2035,6
2036,8
2037,3
2038,8
2039,3
2040,3
2041,5
2042,6
2043,8
2044,4
2045,7
2046,2
2047,9
2048,8
2049,1
2050,6
2051,5
2052,5
2053,5
2054,8
2055,3
2056,5
2057,0
2058,8
2059,1
2060,4
2061,4
2062,0
2063,7
2064,9
2065,7
2066,1
2067,7
2068,6
2069,3
2070,5
2071,3
2072,5
2073,0
2074,7
2075,2
2076,3
2077,4
2078,0
2079,7
2080,1
2081,7
2082,6
2083,1
2084,6
2085,1
2086,4
2087,7
2088,4
2089,1
2090,8
2091,1
2092,4
2093,5
2094,8
2095,7
2096,8
2097,9
2098,5
2099,6
2100,4
2101,5
2102,2
2103,4
2104,3
2105,0
2106,6
2107,2
2108,5
2109,4
2110,6
2111,7
2112,0
2113,3
2114,0
2115,8
2116,2
2117,1
2118,5
2119,0
2120,5
2121,6
2122,8
2123,4
2124,7
2125,7
2126,7
2127,1
2128,5
2129,2
2130,8
2131,8
2132,2
2133,5
2134,2
2135,6
2136,1
2137,4
2138,4
2139,3
2140,7
2141,3
2142,3
2143,2
2144,8
2145,7
2146,0
2147,8
2148,3
2149,2
2150,1
2151,7
2152,3
2153,4
2154,8
2155,4
2156,5
2157,8
2158,3
2159,0
2160,3
2161,2
2162,8
2163,8
2164,4
2165,3
2166,6
2167,0
2168,2
2169,9
2170,7
2171,3
2172,9
2173,8
2174,0
2175,4
2176,4
2177,9
2178,4
2179,9
2180,5
2181,2
2182,5
2183,2
2184,7
2185,4
2186,2
2187,4
2188,5
2189,9
2190,5
2191,1
2192,9
2193,3
2194,4
2195,7
2196,3
2197,5
2198,3
2199,5
2200,5
2201,0
2202,2
2203,4
2204,2
2205,4
2206,9
2207,5
2208,4
2209,2
2210,9
2211,3
2212,4
2213,6
2214,9
2215,0
2216,5
2217,4
2218,8
2219,1
2220,5
2221,8
2222,5
2223,2
2224,6
2225,2
2226,4
2227,1
2228,9
2229,4
2230,6
2231,1
2232,8
2233,4
2234,8
2235,2
2236,8
2237,0
2238,4
2239,1
2240,0
2241,3
2242,0
2243,0
2244,7
2245,9
2246,8
2247,4
2248,0
2249,6
2250,2
2251,5
2252,9
2253,5
2254,4
2255,9
2256,2
2257,0
2258,6
2259,9
2260,4
2261,8
2262,6
2263,1
2264,2
2265,6
2266,6
2267,3
2268,2
2269,2
2270,4
2271,8
2272,7
2273,6
2274,0
2275,2
2276,4
2277,4
2278,0
2279,4
2280,1
2281,2
2282,5
2283,8
2284,5
2285,6
2286,3
2287,2
2288,1
2289,7
2290,2
2291,2
2292,5
2293,6
2294,1
2295,0
2296,6
2297,5
2298,3
2299,1
2300,0
2301,2
2302,7
2303,2
2304,6
2305,9
2306,2
2307,7
2308,5
2309,6
2310,0
2311,2
2312,2
2313,8
2314,0
2315,2
2316,6
2317,4
2318,3
2319,3
2320,2
2321,6
2322,7
2323,2
2324,4
2325,4
2326,1
2327,7
2328,5
2329,0
2330,4
2331,1
2332,1
2333,1
2334,0
2335,8
2336,8
2337,3
2338,9
2339,8
2340,3
2341,9
2342,7
2343,9
2344,7
2345,1
2346,6
2347,4
2348,8
2349,2
2350,0
2351,0
2352,8
2353,2
2354,8
2355,3
2356,8
2357,1
2358,7
2359,3
2360,5
2361,6
2362,6
2363,3
2364,5
2365,0
2366,9
2367,3
2368,3
2369,4
2370,2
2371,9
2372,0
2373,6
2374,7
2375,6
2376,9
2377,7
2378,6
2379,8
2380,7
2381,7
2382,5
2383,1
2384,7
2385,4
2386,0
2387,8
2388,5
2389,5
2390,9
2391,1
2392,8
2393,3
2394,5
2395,1
2396,8
2397,0
2398,8
2399,5
2400,1
2401,0
2402,7
2403,1
2404,1
2405,1
2406,8
2407,0
2408,9
2409,6
2410,9
2411,7
2412,3
2413,9
2414,2
2415,9
2416,7
2417,0
2418,3
2419,6
2420,1
2421,1
2422,7
2423,1
2424,9
2425,9
2426,6
2427,4
2428,2
2429,1
2430,2
2431,0
2432,6
2433,9
2434,1
2435,0
2436,5
2437,8
2438,5
2439,2
2440,2
2441,6
2442,2
2443,2
2444,1
2445,2
2446,9
2447,5
2448,2
2449,0
2450,0
2451,5
2452,9
2453,9
2454,4
2455,2
2456,1
2457,8
2458,5
2459,2
2460,1
2461,1
2462,1
2463,1
2464,7
2465,4
2466,3
2467,4
2468,4
2469,6
2470,8
2471,8
2472,9
2473,8
2474,3
2475,3
2476,7
2477,2
2478,9
2479,9
2480,0
2481,7
2482,0
2483,0
2484,1
2485,5
2486,7
2487,2
2488,4
2489,1
2490,8
2491,1
2492,8
2493,5
2494,6
2495,7
2496,5
2497,5
2498,0
2499,0
2500,0
2501,7
2502,8
2503,0
2504,1
2505,3
2506,8
2507,4
2508,2
2509,3
2510,6
2511,4
2512,7
2513,5
2514,2
2515,8
2516,7
2517,2
2518,0
2519,6
2520,0
2521,0
2522,1
2523,0
2524,2
2525,1
2526,9
2527,6
2528,5
2529,5
2530,4
2531,1
2532,0
2533,9
2534,1
2535,5
2536,3
2537,8
2538,1
2539,5
2540,4
2541,0
2542,3
2543,5
2544,6
2545,2
2546,2
2547,1
2548,2
2549,9
2550,6
2551,9
2552,3
2553,3
2554,9
2555,2
2556,3
2557,4
2558,4
2559,1
2560,3
2561,6
2562,7
2563,2
2564,5
2565,8
2566,9
2567,2
2568,2
2569,3
2570,6
2571,3
2572,3
2573,5
2574,1
2575,8
2576,7
2577,0
2578,0
2579,7
2580,8
2581,6
2582,3
2583,4
2584,5
2585,3
2586,6
2587,5
2588,7
2589,2
2590,3
2591,1
2592,4
2593,9
2594,0
2595,9
2596,7
2597,9
2598,6
2599,8
2600,5
2601,9
2602,9
2603,2
2604,7
2605,1
2606,5
2607,5
2608,7
2609,7
2610,1
2611,1
2612,0
2613,2
2614,9
2615,6
2616,0
2617,2
2618,6
2619,5
2620,4
2621,1
2622,2
2623,2
2624,5
2625,7
2626,3
2627,7
2628,4
2629,4
2630,6
2631,7
2632,1
2633,9
2634,4
2635,8
2636,5
2637,5
2638,3
2639,1
2640,3
2641,5
2642,6
2643,4
2644,3
2645,3
2646,8
2647,5
2648,2
2649,1
2650,1
2651,0
2652,5
2653,5
2654,8
2655,6
2656,7
2657,2
2658,8
2659,7
2660,3
2661,6
2662,2
2663,9
2664,2
2665,4
2666,3
2667,9
2668,7
2669,3
2670,1
2671,0
2672,8
2673,9
2674,7
2675,3
2676,4
2677,8
2678,6
2679,9
2680,0
2681,5
2682,0
2683,6
2684,3
2685,7
2686,9
2687,0
2688,5
2689,6
2690,5
2691,9
2692,8
2693,6
2694,8
2695,0
2696,9
2697,8
2698,8
2699,7
2700,0
2701,9
2702,2
2703,9
2704,5
2705,7
2706,7
2707,3
2708,5
2709,1
2710,7
2711,4
2712,8
2713,0
2714,4
2715,5
2716,2
2717,0
2718,3
2719,8
2720,0
2721,3
2722,3
2723,1
2724,4
2725,1
2726,8
2727,7
2728,9
2729,3
2730,0
2731,2
2732,5
2733,9
2734,0
2735,5
2736,2
2737,2
2738,1
2739,6
2740,5
2741,3
2742,6
2743,6
2744,7
2745,1
2746,3
2747,0
2748,8
2749,2
2750,8
2751,9
2752,7
2753,1
2754,2
2755,4
2756,2
2757,4
2758,9
2759,6
2760,7
2761,6
2762,3
2763,5
2764,4
2765,5
2766,2
2767,7
2768,7
2769,6
2770,8
2771,5
2772,2
2773,0
2774,4
2775,6
2776,3
2777,3
2778,3
2779,8
2780,1
2781,8
2782,6
2783,2
2784,9
2785,4
2786,7
2787,9
2788,2
2789,2
2790,2
2791,4
2792,5
2793,7
2794,7
2795,6
2796,7
2797,7
2798,3
2799,6
2800,8
2801,8
2802,7
2803,6
2804,1
2805,3
2806,6
2807,3
2808,1
2809,2
2810,4
2811,0
2812,3
2813,5
2814,5
2815,6
2816,5
2817,3
2818,8
2819,8
2820,5
2821,2
2822,4
2823,0
2824,9
2825,8
2826,3
2827,6
2828,6
2829,6
2830,1
2831,8
2832,3
2833,9
2834,6
2835,2
2836,3
2837,7
2838,5
2839,6
2840,7
2841,9
2842,8
2843,7
2844,1
2845,7
2846,4
2847,0
2848,2
2849,6
2850,0
2851,3
2852,7
2853,0
2854,6
2855,3
2856,3
2857,6
2858,2
2859,8
2860,9
2861,8
2862,3
2863,3
2864,8
2865,4
2866,8
2867,0
2868,4
2869,9
2870,1
2871,5
2872,1
2873,9
2874,2
2875,2
2876,7
2877,1
2878,3
2879,0
2880,0
2881,1
2882,9
2883,2
2884,0
2885,0
2886,1
2887,2
2888,2
2889,3
2890,9
2891,8
2892,0
2893,9
2894,4
2895,5
2896,1
2897,7
2898,8
2899,1
2900,6
2901,3
2902,0
2903,2
2904,4
2905,5
2906,6
2907,7
2908,4
2909,5
2910,3
2911,8
2912,4
2913,3
2914,8
2915,3
2916,9
2917,3
2918,0
2919,2
2920,2
2921,6
2922,8
2923,8
2924,1
2925,3
2926,3
2927,8
2928,1
2929,7
2930,2
2931,9
2932,6
2933,8
2934,6
2935,5
2936,6
2937,3
2938,8
2939,2
2940,7
2941,6
2942,7
2943,5
2944,8
2945,8
2946,3
2947,9
2948,2
2949,1
2950,1
2951,8
2952,5
2953,9
2954,7
2955,2
2956,9
2957,2
2958,4
2959,2
2960,1
2961,9
2962,8
2963,7
2964,9
2965,1
2966,1
2967,8
2968,8
2969,8
2970,7
2971,7
2972,4
2973,8
2974,3
2975,8
2976,7
2977,5
2978,2
2979,4
2980,8
2981,0
2982,6
2983,7
2984,2
2985,4
2986,1
2987,5
2988,2
2989,3
2990,0
2991,5
2992,2
2993,7
2994,9
2995,7
2996,0
2997,2
